"replications","input1","input2","input3","input4","output1","output2"
138,"A",1,"Z",11,1.07372724390852,0.0949026317324078
139,"A",1,"Z",11,-0.0901920368131808,0.113040517419477
140,"A",1,"Z",11,2.00320644397751,0.689719858175197
141,"A",1,"Z",11,-0.428032283634585,0.100438292161449
142,"A",1,"Z",11,-0.455015364638648,-0.109019689895509
143,"A",1,"Z",11,2.71974817092566,1.75959893576906
144,"A",1,"Z",11,1.27084284677665,1.99077845829692
145,"A",1,"Z",11,1.9015679183073,1.84474369490909
146,"A",1,"Z",11,1.71068239065485,2.29122543703146
147,"A",1,"Z",11,0.776973005657899,0.653546541904591
148,"A",1,"Z",11,0.969186744011706,0.898766380216339
149,"A",1,"Z",11,0.0441702101742258,-0.0472890387887857
150,"A",1,"Z",11,1.35348715724448,1.84774117278869
151,"A",1,"Z",11,0.61637321361607,0.271935832685548
152,"A",1,"Z",11,0.337037067826452,0.323771561316774
153,"A",1,"Z",11,1.24717370715417,1.46711406573118
154,"A",1,"Z",11,0.627467613245107,0.368236745962632
155,"A",1,"Z",11,-0.43202433087116,0.107655613941937
156,"A",1,"Z",11,1.16502124010558,0.874448765349514
157,"A",1,"Z",11,0.781183541088179,1.55759318567158
158,"A",1,"Z",11,0.21137352643245,0.129778511667105
159,"A",1,"Z",11,0.871828560594857,0.635482914435191
160,"A",1,"Z",11,0.987019416455681,0.766590904973213
161,"A",1,"Z",11,1.78281889751193,1.52226134807151
162,"A",1,"Z",11,1.53669395827004,1.77864009934482
163,"A",1,"Z",11,2.2804538335483,1.77230703778699
164,"A",1,"Z",11,1.85850101945095,1.35580403436527
165,"A",1,"Z",11,0.359629813042851,0.609742446610237
166,"A",1,"Z",11,1.75061685364898,1.33517718073969
167,"A",1,"Z",11,1.88170268475475,1.49993148855114
168,"A",1,"Z",11,0.0944178522105774,0.543391352942485
169,"A",1,"Z",11,0.00493868718476465,0.061071681026819
170,"A",1,"Z",11,1.75944143794196,1.66043287243634
171,"A",1,"Z",11,1.72359482602918,1.04430253740652
172,"A",1,"Z",11,-1.43411281029131,-1.17452394452087
173,"A",1,"Z",11,-0.613761575850221,1.47419618008863
174,"A",1,"Z",11,-1.23335071895939,-0.512464391615802
175,"A",1,"Z",11,2.65302496431972,2.2259678485836
176,"A",1,"Z",11,1.49059751305351,1.5062792293572
177,"A",1,"Z",11,1.73571674715038,2.8915548307192
178,"A",1,"Z",11,3.31477804553376,1.3178718655428
179,"A",1,"Z",11,-0.134446411321098,0.276115505333027
180,"A",1,"Z",11,-0.413876642268971,-1.07853851190311
181,"A",1,"Z",11,2.02921979132055,1.61495228930424
182,"A",1,"Z",11,1.82025736503037,1.16687703884201
183,"A",1,"Z",11,0.796128417562474,0.111588169304601
184,"A",1,"Z",11,1.61080261564433,0.48486269943843
185,"A",1,"Z",11,1.30260475127414,1.3633005154526
186,"A",1,"Z",11,0.294769336707307,-0.406455973825831
187,"A",1,"Z",11,-1.34994104651098,-1.62469297558605
188,"A",1,"Z",11,0.272359203973699,0.747684026359575
189,"A",1,"Z",11,0.312170065671771,-1.35357263163679
190,"A",1,"Z",11,-0.677096210401298,0.503951542447821
191,"A",1,"Z",11,0.655747384906515,1.16603687427889
192,"A",1,"Z",11,1.3137898860818,-0.469202940619298
193,"A",1,"Z",11,0.550127506162505,1.80801501324691
194,"A",1,"Z",11,1.06713580684089,0.968760250786303
195,"A",1,"Z",11,1.94835734949887,2.21890269569897
196,"A",1,"Z",11,2.02003972214136,2.00540286733804
197,"A",1,"Z",11,0.0932581108577184,0.426052808258904
198,"A",1,"Z",11,-0.582096873800956,0.722885747967425
199,"A",1,"Z",11,-0.69234314097526,0.205500882002217
200,"A",1,"Z",11,2.44607474063174,2.32770156643939
201,"A",1,"Z",11,3.15644223385484,1.84560502688055
202,"A",1,"Z",11,3.75260794244451,4.77477918612359
203,"A",1,"Z",11,0.866377101773625,-0.111583229776933
204,"A",1,"Z",11,0.943452968856296,0.297856776369313
205,"A",1,"Z",11,0.98097327618239,1.29949708163626
206,"A",1,"Z",11,1.14714851465867,1.94660746505553
207,"A",1,"Z",11,2.70245159214539,1.72812188996785
208,"A",1,"Z",11,0.0245880795088724,0.726453432507535
209,"A",1,"Z",11,3.34326981568027,3.64984033405549
210,"A",1,"Z",11,1.61929163728422,1.7940908113847
211,"A",1,"Z",11,2.07622104027298,0.958617834755922
212,"A",1,"Z",11,1.05271188340519,1.21111860151446
213,"A",1,"Z",11,2.3629281565561,2.25534087073173
214,"A",1,"Z",11,0.334746178286784,1.61249257043278
215,"A",1,"Z",11,1.801651783773,2.33164077508885
216,"A",1,"Z",11,0.812632393488377,1.8243177828335
217,"A",1,"Z",11,2.23565212934897,2.47786766088032
218,"A",1,"Z",11,-1.46479350506226,-1.43402884023377
219,"A",1,"Z",11,1.3287586374028,0.57487505236861
220,"A",1,"Z",11,1.2762639682241,1.17248197728515
221,"A",1,"Z",11,1.39823695213299,0.970347928161195
222,"A",1,"Z",11,0.794334483528637,0.413111566619261
223,"A",1,"Z",11,0.339564635759893,-0.269498411045206
224,"A",1,"Z",11,1.51150497239919,1.14863615926738
225,"A",1,"Z",11,-0.508516720802157,-0.269949547436324
226,"A",1,"Z",11,2.19811796188636,0.938065243641429
227,"A",1,"Z",11,0.692790589105349,1.4529545874327
228,"A",1,"Z",11,1.55318357563848,0.891125907819643
229,"A",1,"Z",11,0.669949251123494,-0.307961063058935
230,"A",1,"Z",11,0.588524662300463,1.4697892643738
231,"A",1,"Z",11,-0.374835023868626,0.1810674057688
232,"A",1,"Z",11,-0.378369142116091,1.99179576624629
233,"A",1,"Z",11,1.99194680011512,1.57676704014616
234,"A",1,"Z",11,1.15136949482816,1.13402692696801
235,"A",1,"Z",11,1.85907577026717,1.11896091525493
236,"A",1,"Z",11,1.58204525614311,0.763898432519825
237,"A",1,"Z",11,0.578444610297728,1.38309778783739
238,"A",1,"Z",11,1.67119997595094,1.14296941955509
239,"A",1,"Z",11,-0.293759125843817,0.512239820644668
240,"A",1,"Z",11,1.32243127647767,1.61306152630553
241,"A",1,"Z",11,1.23997202576326,0.876924345974692
242,"A",1,"Z",11,-0.60534327840325,0.320587374538246
243,"A",1,"Z",11,0.497835606765967,1.15867525481811
244,"A",1,"Z",11,1.85731021808203,1.28717887679494
245,"A",1,"Z",11,2.22441643375529,1.61464692527157
246,"A",1,"Z",11,1.27629417318582,0.386771527755474
247,"A",1,"Z",11,1.95048618011601,1.39743499889598
248,"A",1,"Z",11,0.466951280052013,0.307401416327452
249,"A",1,"Z",11,1.91627404456337,0.945243289504108
250,"A",1,"Z",11,2.28913666019003,1.55100347758484
251,"A",1,"Z",11,1.4890301645738,2.39185548020735
252,"A",1,"Z",11,1.92660617546887,2.00763878819336
253,"A",1,"Z",11,1.02355997677588,0.801086060548339
254,"A",1,"Z",11,-0.722988567059806,0.123437115905842
255,"A",1,"Z",11,0.959512572152431,1.80448385162305
256,"A",1,"Z",11,0.780385050329454,0.77135554108155
257,"A",1,"Z",11,0.749347529933018,0.809286443394958
258,"A",1,"Z",11,1.60573693681476,1.843046562096
259,"A",1,"Z",11,2.48172522748707,1.56337200368314
260,"A",1,"Z",11,0.484062032042536,0.378998996461569
261,"A",1,"Z",11,1.12692868562612,0.818768860172023
262,"A",1,"Z",11,1.27990118379504,0.680642972260671
263,"A",1,"Z",11,2.3363324589899,2.68564649949227
264,"A",1,"Z",11,0.508170354276214,-0.037804599445179
265,"A",1,"Z",11,1.07967269255432,0.524059741557839
266,"A",1,"Z",11,0.610930253683598,0.425918779947891
267,"A",1,"Z",11,1.20326442720892,-0.0383858495211873
268,"A",1,"Z",11,0.462844851815299,1.58852385766802
269,"A",1,"Z",11,1.96459606084742,2.22920976764204
270,"A",1,"Z",11,-0.0588915701273864,0.627431058695403
271,"A",1,"Z",11,0.0324647665419828,0.575224317426135
272,"A",1,"Z",11,1.92433688864145,0.468581082618813
273,"A",1,"Z",11,2.52706169114516,2.37821354077095
274,"A",1,"Z",11,0.571226956678535,0.592544809644802
275,"A",1,"Z",11,2.13468454863997,3.00737146302621
276,"A",1,"Z",11,1.38521340750528,1.21413591124299
277,"A",1,"Z",11,1.10973203839413,3.27177869768669
278,"A",1,"Z",11,0.515324700782179,0.515542183821606
279,"A",1,"Z",11,1.98934667307634,1.64444015601454
280,"A",1,"Z",11,2.53607155120367,1.34987983961495
281,"A",1,"Z",11,-0.130195840545879,0.192855824173378
282,"A",1,"Z",11,0.347436925155061,0.521481277290359
283,"A",1,"Z",11,1.1914474568452,2.53461273952431
284,"A",1,"Z",11,0.0774204686889491,0.393433767388367
285,"A",1,"Z",11,1.05153211753229,2.83012667219188
286,"A",1,"Z",11,0.453994503855955,0.400931791861135
287,"A",1,"Z",11,2.8057675413987,2.64563726316599
288,"A",1,"Z",11,0.930116525718893,1.28196510670733
289,"A",1,"Z",11,0.80726776918971,1.6179523559292
290,"A",1,"Z",11,2.76278425694501,2.6711858318915
291,"A",1,"Z",11,0.778644336137919,2.03929985449575
292,"A",1,"Z",11,2.33751373036851,3.15179349958057
293,"A",1,"Z",11,-0.242394979204407,0.163199381986428
294,"A",1,"Z",11,-0.36991717827832,-0.56958445552126
295,"A",1,"Z",11,1.51840800970368,1.3122310112203
296,"A",1,"Z",11,2.25738784013867,1.91445238542693
297,"A",1,"Z",11,1.4470021577355,0.488547422757893
298,"A",1,"Z",11,1.48829676700309,1.28975889334025
299,"A",1,"Z",11,2.45603681414575,1.79443653219889
300,"A",1,"Z",11,-1.06233656717387,0.343387271532466
301,"A",1,"Z",11,-0.636098495233593,0.277700143841732
302,"A",1,"Z",11,1.24282126879,1.14976314887646
303,"A",1,"Z",11,2.28840598839461,0.742997495532673
304,"A",1,"Z",11,0.628291569077634,0.837981102631123
305,"A",1,"Z",11,0.817055548341396,1.01435969746863
306,"A",1,"Z",11,2.35434433139334,2.54567469276085
307,"A",1,"Z",11,1.18995596705202,2.10335382263907
308,"A",1,"Z",11,1.14357280537993,0.745691005426376
309,"A",1,"Z",11,0.61763696432452,-0.317412004586625
310,"A",1,"Z",11,0.884334514618367,-0.124610422128828
311,"A",1,"Z",11,-0.728796469635321,-0.363434274345689
312,"A",1,"Z",11,0.508554072735494,1.45798948765898
313,"A",1,"Z",11,0.729439094709227,-0.0879932682012241
314,"A",1,"Z",11,1.50258299680981,1.4329633877218
315,"A",1,"Z",11,0.399338540860549,0.243634837788203
316,"A",1,"Z",11,1.70483778633996,1.48393842351006
317,"A",1,"Z",11,1.34664395927672,1.03805030530554
318,"A",1,"Z",11,1.27822134468978,0.751963955814462
319,"A",1,"Z",11,0.862527976825933,1.6447867171029
320,"A",1,"Z",11,-0.207326638864637,0.529965838821118
321,"A",1,"Z",11,0.934391798210525,1.55070624106641
322,"A",1,"Z",11,0.00182586033338605,0.966418733438091
323,"A",1,"Z",11,1.44952578786716,2.11158867347647
324,"A",1,"Z",11,1.6181073592478,1.92117731469205
325,"A",1,"Z",11,2.06291094695152,1.66539454382217
326,"A",1,"Z",11,-0.617843860754315,-1.51272120811199
327,"A",1,"Z",11,0.879107362562646,1.16819267769459
328,"A",1,"Z",11,1.26166701988093,1.25230981726319
329,"A",1,"Z",11,1.58484142415888,1.74780559615744
330,"A",1,"Z",11,0.247183304361311,1.35956568768384
331,"A",1,"Z",11,2.72202646893709,1.55302524265878
332,"A",1,"Z",11,1.57527692393745,1.92341078549242
333,"A",1,"Z",11,0.887843976015275,1.43989937678221
334,"A",1,"Z",11,1.05259597412611,-0.00656247341496052
335,"A",1,"Z",11,0.0588595384012891,1.23008446691704
336,"A",1,"Z",11,-0.3689813255392,1.14421742401025
337,"A",1,"Z",11,1.15414307619108,1.58949794225308
338,"A",1,"Z",11,2.34862258318943,0.133150058336435
339,"A",1,"Z",11,1.76681544893392,0.680509715879999
340,"A",1,"Z",11,0.829475625405238,-0.0672578903296035
341,"A",1,"Z",11,0.893980887285159,1.45990896896178
342,"A",1,"Z",11,0.521861252574875,0.807339099836541
343,"A",1,"Z",11,1.84923411158777,1.71105586035786
344,"A",1,"Z",11,0.206523962152262,0.397645868143433
345,"A",1,"Z",11,-0.619665672414312,-0.345342310383453
346,"A",1,"Z",11,0.337763440272264,0.260727859898856
347,"A",1,"Z",11,2.11220727922602,0.603858069180059
348,"A",1,"Z",11,-0.412448338084369,0.880406731416057
349,"A",1,"Z",11,1.53430434422794,0.513403904831701
350,"A",1,"Z",11,0.543760159730079,-0.705362525082667
351,"A",1,"Z",11,1.83984120615603,1.53872491366069
352,"A",1,"Z",11,0.466210687389014,0.417608503543014
353,"A",1,"Z",11,2.31016177264993,2.08795968102108
354,"A",1,"Z",11,1.68605078141686,1.26428378566192
355,"A",1,"Z",11,0.36008562246874,0.387291105034187
356,"A",1,"Z",11,1.47618112586547,1.0714779682406
357,"A",1,"Z",11,0.192587399534164,0.543798055595563
358,"A",1,"Z",11,1.15006088730334,1.67466166793305
359,"A",1,"Z",11,2.02027239025885,0.712994917089347
360,"A",1,"Z",11,0.768931591828082,0.5988692590505
361,"A",1,"Z",11,1.58481939789872,1.06155745665777
362,"A",1,"Z",11,1.72607256762419,2.2163356387517
363,"A",1,"Z",11,1.01628118751412,1.1887542286786
364,"A",1,"Z",11,-0.96206221402955,0.355075052490158
365,"A",1,"Z",11,2.33273588628899,2.12395588785207
366,"A",1,"Z",11,0.662999581043073,0.940012824195081
367,"A",1,"Z",11,1.73112746393007,1.8825497953791
368,"A",1,"Z",11,2.03338139649721,0.628143945998372
369,"A",1,"Z",11,0.111033804562471,1.21536219098806
370,"A",1,"Z",11,0.285667320648198,1.06713765119735
371,"A",1,"Z",11,0.952198889651867,0.910191730255667
372,"A",1,"Z",11,1.66667477136886,0.802124143548549
373,"A",1,"Z",11,2.35859378261318,1.13932960104539
374,"A",1,"Z",11,-0.523020385270393,1.08796664449481
375,"A",1,"Z",11,1.89287069878456,1.48969230474224
376,"A",1,"Z",11,1.87966309982021,2.35593414821607
377,"A",1,"Z",11,1.3988017320648,1.34633359236054
378,"A",1,"Z",11,0.843423899627557,1.17260952131411
379,"A",1,"Z",11,0.512274827999829,0.577777442413679
380,"A",1,"Z",11,1.58852059976223,1.63818789630882
381,"A",1,"Z",11,0.758833455520768,1.71833381057356
382,"A",1,"Z",11,1.80134490303364,1.91934760029998
383,"A",1,"Z",11,-0.455890469090814,-0.0744292051895656
384,"A",1,"Z",11,0.962521074061973,1.22540154430205
385,"A",1,"Z",11,1.51351891273182,0.0527625892954375
386,"A",1,"Z",11,0.601231546207833,2.6172646459551
387,"A",1,"Z",11,0.0435290104115397,0.172563654096436
388,"A",1,"Z",11,2.1920686434163,1.86423106077631
389,"A",1,"Z",11,-0.517423533180923,-0.195613946946017
390,"A",1,"Z",11,0.648070741853985,0.587602595506068
391,"A",1,"Z",11,0.400717003021949,1.36747430331775
392,"A",1,"Z",11,1.64665000464651,0.76379528356882
393,"A",1,"Z",11,1.85562560015821,1.50984856236855
394,"A",1,"Z",11,1.26458569800867,1.72069888726906
395,"A",1,"Z",11,1.95246164405465,1.36436772636591
396,"A",1,"Z",11,0.565240037523883,0.865918362485873
397,"A",1,"Z",11,-0.0653365438597879,0.51084922349697
398,"A",1,"Z",11,1.36498393004358,1.23376063537477
399,"A",1,"Z",11,1.79614155028149,2.61735592059487
400,"A",1,"Z",11,0.980977220167006,1.80588783356264
401,"A",1,"Z",11,0.611820950049445,0.328134517644235
402,"A",1,"Z",11,2.4501583629233,0.444562747604888
403,"A",1,"Z",11,2.68747243404325,0.520147539356184
404,"A",1,"Z",11,-0.463932690338262,0.25147601667938
405,"A",1,"Z",11,1.1715054278836,1.01377704299321
406,"A",1,"Z",11,1.7100944969257,2.36962459824989
407,"A",1,"Z",11,0.910932221719744,0.110739545200511
408,"A",1,"Z",11,1.65567203227057,1.61200873693034
409,"A",1,"Z",11,-0.198825547977056,0.260715288512435
410,"A",1,"Z",11,1.25161748593336,2.08416622627508
411,"A",1,"Z",11,3.38150018104891,3.30713074591638
412,"A",1,"Z",11,-0.208425499936327,2.05868915644209
413,"A",1,"Z",11,0.75190865659949,0.405558047422262
414,"A",1,"Z",11,2.06224909743814,1.96600910583587
415,"A",1,"Z",11,-0.0211234303603307,0.782217655509495
416,"A",1,"Z",11,1.15902240744075,1.36058169032249
417,"A",1,"Z",11,1.42488597461204,1.63757055188404
418,"A",1,"Z",11,1.27915590744903,1.01895990745522
419,"A",1,"Z",11,-0.147033020689701,0.583854698159744
420,"A",1,"Z",11,2.28870777504092,2.41243170505146
421,"A",1,"Z",11,-1.2289812642545,-2.1193048890382
422,"A",1,"Z",11,0.74007783908639,1.91851899093144
423,"A",1,"Z",11,1.28563083519737,1.44889569413421
424,"A",1,"Z",11,1.44175219264892,1.21870958360957
425,"A",1,"Z",11,1.86068785471279,1.86552886230906
426,"A",1,"Z",11,1.59029894517073,1.20922569714634
427,"A",1,"Z",11,-0.00154499227579574,-0.392915518172681
428,"A",1,"Z",11,2.03340416136977,1.03309429956341
429,"A",1,"Z",11,0.684480652931327,1.40665560759504
430,"A",1,"Z",11,1.81054897270502,1.71690820926556
431,"A",1,"Z",11,2.05313632081945,2.30132090940905
432,"A",1,"Z",11,1.97229691566404,1.89932430006581
433,"A",1,"Z",11,0.936695927192916,-0.363883976050509
434,"A",1,"Z",11,1.50530717985271,1.53769528084893
435,"A",1,"Z",11,2.12591942057716,1.427410115128
436,"A",1,"Z",11,1.83198620313025,1.69103243829194
437,"A",1,"Z",11,1.22526848603363,1.14146640265447
438,"A",1,"Z",11,0.60643231270854,0.342566325233157
439,"A",1,"Z",11,0.347022134486061,-0.109838766280431
440,"A",1,"Z",11,-0.615048038758045,-0.390712654578206
441,"A",1,"Z",11,1.04782655805106,0.180967068465629
442,"A",1,"Z",11,1.96318636391396,1.94916128897415
443,"A",1,"Z",11,1.70819633432193,1.36568063835622
444,"A",1,"Z",11,1.64548270883769,1.97431079433057
445,"A",1,"Z",11,0.0374876339421544,0.164852567392614
446,"A",1,"Z",11,1.19348093708249,2.21446018098156
447,"A",1,"Z",11,1.77289798648193,1.21577160082113
448,"A",1,"Z",11,1.05164053344001,2.04127311517863
449,"A",1,"Z",11,-0.199958622876033,-0.495338485561054
450,"A",1,"Z",11,-0.541059303098876,0.0869993206822894
451,"A",1,"Z",11,0.766771971050682,1.37852917890325
452,"A",1,"Z",11,0.655954053776817,0.864302913827314
453,"A",1,"Z",11,3.09876165724887,1.87198854287261
454,"A",1,"Z",11,-0.408359261321594,-1.55944679476598
455,"A",1,"Z",11,2.88161006952618,0.784303808671629
456,"A",1,"Z",11,1.84830819781002,0.194203369437711
457,"A",1,"Z",11,-0.442625459672932,0.288878631103411
458,"A",1,"Z",11,1.03591861485838,0.852155136830614
459,"A",1,"Z",11,1.00340522637732,0.970364282916826
460,"A",1,"Z",11,-0.164123501284731,0.759958299518982
461,"A",1,"Z",11,0.665923611880247,-0.491979145574124
462,"A",1,"Z",11,1.0617094376422,0.899578408992532
463,"A",1,"Z",11,1.56900153997358,1.88690774584917
464,"A",1,"Z",11,-0.0224570958889589,-0.817493240925374
465,"A",1,"Z",11,-0.809297412521851,-0.654875354837596
466,"A",1,"Z",11,0.77969049348447,0.785227591764751
467,"A",1,"Z",11,1.33456164221089,1.21627150348618
468,"A",1,"Z",11,0.963721726412448,1.06576915443358
469,"A",1,"Z",11,-0.294921202724268,0.303837885721173
470,"A",1,"Z",11,1.94182479571242,2.26899456822616
471,"A",1,"Z",11,0.156175250741867,-0.00121558072453065
472,"A",1,"Z",11,1.34717407169493,1.15948315970014
473,"A",1,"Z",11,2.94602634018999,3.4677225313529
474,"A",1,"Z",11,3.12458045918371,2.7872985131151
